segment_id,segment_name,start_city,end_city,length_km,base_travel_time_minutes,road_type
SEG-003932,Arrah to Maheshtala via Expressway 72,Arrah,Maheshtala,328.62,379,Highway
SEG-003933,Raebareli to Jamalpur via Rural Road 39,Raebareli,Jamalpur,485.63,448,Expressway
SEG-003934,Kurnool to Saharanpur via State Highway 36,Kurnool,Saharanpur,474.77,368,Highway
SEG-003935,Amritsar to Munger via State Highway 5,Amritsar,Munger,208.32,278,State Highway
SEG-003936,Gorakhpur to Bettiah via Expressway 15,Gorakhpur,Bettiah,398.19,591,Expressway
SEG-003937,Amravati to Pudukkottai via Rural Road 88,Amravati,Pudukkottai,11.85,9,Highway
SEG-003938,Giridih to Haldia via Highway 87,Giridih,Haldia,105.04,87,Highway
SEG-003939,Raebareli to Chittoor via State Highway 56,Raebareli,Chittoor,400.91,296,Rural Road
SEG-003940,Kamarhati to Karaikudi via Highway 44,Kamarhati,Karaikudi,42.8,57,Expressway
SEG-003941,Coimbatore to Parbhani via Expressway 1,Coimbatore,Parbhani,453.08,600,State Highway
SEG-003942,Tirunelveli to Ludhiana via Expressway 26,Tirunelveli,Ludhiana,197.7,213,State Highway
SEG-003943,Hubli–Dharwad to Bhubaneswar via Highway 61,Hubli–Dharwad,Bhubaneswar,56.64,41,State Highway
SEG-003944,Maheshtala to Mau via State Highway 77,Maheshtala,Mau,436.34,591,Highway
SEG-003945,Bikaner to Kumbakonam via Expressway 74,Bikaner,Kumbakonam,485.89,523,Expressway
SEG-003946,Danapur to Chandigarh via State Highway 20,Danapur,Chandigarh,120.7,134,Highway
SEG-003947,Vijayawada to Faridabad via State Highway 13,Vijayawada,Faridabad,37.47,63,Rural Road
SEG-003948,Panipat to Kumbakonam via Expressway 86,Panipat,Kumbakonam,347.13,520,Urban Arterial
SEG-003949,Solapur to Kochi via Expressway 48,Solapur,Kochi,190.23,259,State Highway
SEG-003950,Baranagar to Bhilai via Urban Arterial 55,Baranagar,Bhilai,299.77,207,Expressway
SEG-003951,Rewa to Serampore via State Highway 57,Rewa,Serampore,358.43,550,Urban Arterial
SEG-003952,Kulti to Durg via Expressway 93,Kulti,Durg,47.96,45,Expressway
SEG-003953,Bhavnagar to Mango via Rural Road 70,Bhavnagar,Mango,154.83,259,Highway
SEG-003954,Sambalpur to Bongaigaon via Expressway 55,Sambalpur,Bongaigaon,247.85,353,Rural Road
SEG-003955,Pimpri-Chinchwad to Pudukkottai via Expressway 70,Pimpri-Chinchwad,Pudukkottai,396.8,299,Rural Road
SEG-003956,Thiruvananthapuram to Mangalore via Urban Arterial 25,Thiruvananthapuram,Mangalore,54.0,51,Highway
SEG-003957,Tumkur to Orai via Expressway 55,Tumkur,Orai,79.04,72,Rural Road
SEG-003958,Ambarnath to Gurgaon via Expressway 36,Ambarnath,Gurgaon,107.22,115,Highway
SEG-003959,Nanded to Varanasi via State Highway 77,Nanded,Varanasi,266.42,291,Highway
SEG-003960,Yamunanagar to Narasaraopet via Urban Arterial 97,Yamunanagar,Narasaraopet,120.19,118,Highway
SEG-003961,Ambala to Gandhidham via Highway 39,Ambala,Gandhidham,151.99,134,State Highway
SEG-003962,Kulti to Thane via Expressway 33,Kulti,Thane,21.95,40,State Highway
SEG-003963,Warangal to Gopalpur via Highway 27,Warangal,Gopalpur,122.3,138,Rural Road
SEG-003964,Khandwa to Kanpur via Rural Road 5,Khandwa,Kanpur,91.14,69,Expressway
SEG-003965,Dindigul to Ulhasnagar via State Highway 55,Dindigul,Ulhasnagar,69.33,67,Expressway
SEG-003966,Bidar to Kishanganj via Expressway 61,Bidar,Kishanganj,140.92,108,Highway
SEG-003967,Guntakal to Dindigul via Rural Road 19,Guntakal,Dindigul,432.94,600,Urban Arterial
SEG-003968,Aizawl to Gandhidham via Highway 92,Aizawl,Gandhidham,126.8,85,Highway
SEG-003969,Firozabad to Tadipatri via State Highway 74,Firozabad,Tadipatri,343.03,369,Highway
SEG-003970,Bardhaman to Dehri via Urban Arterial 20,Bardhaman,Dehri,446.32,426,Urban Arterial
SEG-003971,Bathinda to Sirsa via Rural Road 30,Bathinda,Sirsa,195.21,162,Rural Road
SEG-003972,Bongaigaon to North Dumdum via Highway 8,Bongaigaon,North Dumdum,395.01,600,Rural Road
SEG-003973,Hyderabad to Aizawl via Rural Road 31,Hyderabad,Aizawl,72.22,63,Rural Road
SEG-003974,Bhilai to Nandyal via Rural Road 19,Bhilai,Nandyal,217.52,422,Rural Road
SEG-003975,Ahmedabad to Bhimavaram via State Highway 45,Ahmedabad,Bhimavaram,91.45,76,State Highway
SEG-003976,Gandhinagar to Hajipur via Rural Road 85,Gandhinagar,Hajipur,5.2,5,Highway
SEG-003977,Haldia to Khammam via State Highway 35,Haldia,Khammam,152.64,256,State Highway
SEG-003978,Miryalaguda to New Delhi via Rural Road 83,Miryalaguda,New Delhi,291.53,284,Expressway
SEG-003979,Panihati to Satna via State Highway 19,Panihati,Satna,460.76,308,State Highway
SEG-003980,Bhatpara to Karimnagar via Expressway 4,Bhatpara,Karimnagar,225.29,159,Urban Arterial
SEG-003981,Bidhannagar to Ichalkaranji via State Highway 76,Bidhannagar,Ichalkaranji,260.13,185,State Highway
SEG-003982,Tadipatri to Bhopal via Rural Road 10,Tadipatri,Bhopal,7.52,6,Urban Arterial
SEG-003983,Solapur to Coimbatore via State Highway 32,Solapur,Coimbatore,386.75,390,Urban Arterial
SEG-003984,Ichalkaranji to Nagaon via State Highway 65,Ichalkaranji,Nagaon,228.31,163,Expressway
SEG-003985,Chittoor to Mehsana via Expressway 56,Chittoor,Mehsana,457.72,407,Highway
SEG-003986,Vijayanagaram to South Dumdum via Highway 25,Vijayanagaram,South Dumdum,290.6,267,Urban Arterial
SEG-003987,Tiruvottiyur to Morbi via Highway 89,Tiruvottiyur,Morbi,114.47,161,Rural Road
SEG-003988,Shivpuri to Secunderabad via Highway 67,Shivpuri,Secunderabad,320.11,310,State Highway
SEG-003989,Vellore to Phusro via Expressway 6,Vellore,Phusro,252.49,388,Urban Arterial
SEG-003990,Dharmavaram to Kota via State Highway 84,Dharmavaram,Kota,48.84,84,Urban Arterial
SEG-003991,Ulhasnagar to Ambala via Rural Road 77,Ulhasnagar,Ambala,344.26,600,State Highway
SEG-003992,Indore to Hosur via Urban Arterial 9,Indore,Hosur,430.47,484,Highway
SEG-003993,Buxar to Kavali via Urban Arterial 95,Buxar,Kavali,31.03,32,Rural Road
SEG-003994,Ballia to Aizawl via Urban Arterial 3,Ballia,Aizawl,390.25,454,Highway
SEG-003995,Karimnagar to Adoni via Expressway 80,Karimnagar,Adoni,159.23,190,Rural Road
SEG-003996,Bettiah to Chandigarh via State Highway 67,Bettiah,Chandigarh,284.3,421,State Highway
SEG-003997,Aligarh to Maheshtala via Highway 5,Aligarh,Maheshtala,208.28,155,Urban Arterial
SEG-003998,Pimpri-Chinchwad to Loni via Rural Road 7,Pimpri-Chinchwad,Loni,214.26,328,Rural Road
SEG-003999,Eluru to Nanded via Expressway 39,Eluru,Nanded,46.54,39,Rural Road
SEG-004000,Agra to Latur via Urban Arterial 47,Agra,Latur,278.16,335,Rural Road
SEG-004001,Patna to Raebareli via State Highway 46,Patna,Raebareli,68.89,47,Urban Arterial
SEG-004002,Naihati to Bhagalpur via State Highway 59,Naihati,Bhagalpur,334.58,363,Expressway
SEG-004003,Panipat to Nagaon via Expressway 78,Panipat,Nagaon,254.54,249,State Highway
SEG-004004,Bhatpara to Munger via State Highway 60,Bhatpara,Munger,435.09,340,Highway
SEG-004005,Guwahati to Warangal via Rural Road 26,Guwahati,Warangal,300.89,323,Rural Road
SEG-004006,Nizamabad to Vijayanagaram via State Highway 98,Nizamabad,Vijayanagaram,335.02,319,State Highway
SEG-004007,Katihar to Indore via Highway 75,Katihar,Indore,88.04,61,Rural Road
SEG-004008,Nadiad to Gurgaon via State Highway 74,Nadiad,Gurgaon,12.88,20,Highway
SEG-004009,Asansol to Unnao via Expressway 21,Asansol,Unnao,42.85,64,Highway
SEG-004010,Junagadh to Madhyamgram via Urban Arterial 96,Junagadh,Madhyamgram,198.69,211,Highway
SEG-004011,Bikaner to Gorakhpur via Rural Road 59,Bikaner,Gorakhpur,210.12,176,State Highway
SEG-004012,Bikaner to Bijapur via Rural Road 49,Bikaner,Bijapur,425.34,332,State Highway
SEG-004013,Anantapur to Tiruchirappalli via Rural Road 44,Anantapur,Tiruchirappalli,446.25,406,State Highway
SEG-004014,Ongole to Pondicherry via Urban Arterial 2,Ongole,Pondicherry,440.4,367,Highway
SEG-004015,Bahraich to Katihar via State Highway 97,Bahraich,Katihar,419.34,446,Highway
SEG-004016,Arrah to Burhanpur via Highway 67,Arrah,Burhanpur,79.73,106,State Highway
SEG-004017,Dehradun to Pimpri-Chinchwad via Rural Road 84,Dehradun,Pimpri-Chinchwad,315.56,361,Urban Arterial
SEG-004018,Raipur to Bikaner via Highway 58,Raipur,Bikaner,376.41,509,Rural Road
SEG-004019,Nagaon to Agartala via Rural Road 84,Nagaon,Agartala,265.16,266,Rural Road
SEG-004020,Berhampore to Bhagalpur via Urban Arterial 5,Berhampore,Bhagalpur,337.56,542,Expressway
SEG-004021,Dindigul to Secunderabad via Expressway 75,Dindigul,Secunderabad,31.69,57,Urban Arterial
SEG-004022,Suryapet to Gulbarga via Rural Road 12,Suryapet,Gulbarga,216.28,328,State Highway
SEG-004023,Deoghar to Dhanbad via State Highway 94,Deoghar,Dhanbad,201.32,337,Expressway
SEG-004024,Chennai to Tezpur via State Highway 15,Chennai,Tezpur,310.43,367,State Highway
SEG-004025,Burhanpur to Mirzapur via State Highway 22,Burhanpur,Mirzapur,248.31,487,Highway
SEG-004026,Patna to Madurai via Urban Arterial 86,Patna,Madurai,425.47,319,State Highway
SEG-004027,Patna to Akola via Urban Arterial 88,Patna,Akola,352.66,279,Highway
SEG-004028,Jehanabad to Karaikudi via Rural Road 46,Jehanabad,Karaikudi,139.07,102,Expressway
SEG-004029,Secunderabad to Machilipatnam via Highway 89,Secunderabad,Machilipatnam,342.99,600,Rural Road
SEG-004030,Kolkata to Kadapa via Highway 9,Kolkata,Kadapa,179.54,222,State Highway
SEG-004031,Jaipur to Panchkula via Expressway 7,Jaipur,Panchkula,268.53,303,Highway
SEG-004032,Karawal Nagar to Chittoor via Highway 3,Karawal Nagar,Chittoor,205.46,149,Urban Arterial
SEG-004033,Surendranagar Dudhrej to New Delhi via Expressway 45,Surendranagar Dudhrej,New Delhi,281.33,510,Expressway
SEG-004034,Aizawl to Bulandshahr via Urban Arterial 35,Aizawl,Bulandshahr,315.38,253,Rural Road
SEG-004035,Proddatur to Sultan Pur Majra via Highway 42,Proddatur,Sultan Pur Majra,7.9,13,Highway
SEG-004036,Tadepalligudem to Ballia via Highway 33,Tadepalligudem,Ballia,313.85,386,Expressway
SEG-004037,Orai to Varanasi via Urban Arterial 3,Orai,Varanasi,404.79,600,Expressway
SEG-004038,Guntakal to Siliguri via Highway 20,Guntakal,Siliguri,481.48,345,Rural Road
SEG-004039,Gudivada to Malda via Expressway 29,Gudivada,Malda,295.95,498,Expressway
SEG-004040,Buxar to Mirzapur via Expressway 19,Buxar,Mirzapur,172.08,158,Urban Arterial
SEG-004041,Bettiah to Mumbai via Highway 26,Bettiah,Mumbai,60.26,114,Highway
SEG-004042,Bhavnagar to Gwalior via Rural Road 20,Bhavnagar,Gwalior,160.33,216,Urban Arterial
SEG-004043,Jalgaon to Malegaon via State Highway 26,Jalgaon,Malegaon,478.42,421,Highway
SEG-004044,Sikar to Warangal via Rural Road 40,Sikar,Warangal,105.17,145,Rural Road
SEG-004045,Bhilwara to Avadi via Expressway 83,Bhilwara,Avadi,52.13,98,Expressway
SEG-004046,Bhiwandi to Surendranagar Dudhrej via Highway 58,Bhiwandi,Surendranagar Dudhrej,363.33,250,Expressway
SEG-004047,Jorhat to Aizawl via Highway 74,Jorhat,Aizawl,245.62,315,Highway
SEG-004048,Yamunanagar to Chandigarh via State Highway 99,Yamunanagar,Chandigarh,358.63,331,Highway
SEG-004049,Pudukkottai to Nagercoil via Highway 61,Pudukkottai,Nagercoil,486.42,324,Urban Arterial
SEG-004050,Dharmavaram to Dhanbad via Urban Arterial 67,Dharmavaram,Dhanbad,51.85,91,State Highway
SEG-004051,Dewas to Amroha via Highway 53,Dewas,Amroha,254.24,226,Urban Arterial
SEG-004052,Thoothukudi to Narasaraopet via Highway 52,Thoothukudi,Narasaraopet,79.3,82,Rural Road
SEG-004053,Ambala to Bikaner via State Highway 93,Ambala,Bikaner,289.41,195,Rural Road
SEG-004054,Bathinda to Patiala via Highway 63,Bathinda,Patiala,53.7,58,Expressway
SEG-004055,Karnal to Uluberia via Highway 23,Karnal,Uluberia,69.79,47,Rural Road
SEG-004056,South Dumdum to Hajipur via Expressway 39,South Dumdum,Hajipur,111.2,165,Rural Road
SEG-004057,Gopalpur to Belgaum via State Highway 41,Gopalpur,Belgaum,12.98,18,Highway
SEG-004058,New Delhi to Kurnool via State Highway 40,New Delhi,Kurnool,455.84,404,Rural Road
SEG-004059,Ajmer to Ramagundam via Rural Road 92,Ajmer,Ramagundam,414.02,352,Urban Arterial
SEG-004060,Panchkula to Indore via Highway 59,Panchkula,Indore,102.71,179,Highway
SEG-004061,Udupi to Burhanpur via Expressway 67,Udupi,Burhanpur,53.48,35,State Highway
SEG-004062,Raurkela Industrial Township to Hospet via Expressway 78,Raurkela Industrial Township,Hospet,284.58,505,Urban Arterial
SEG-004063,Bellary to Srikakulam via Rural Road 65,Bellary,Srikakulam,128.22,106,Highway
SEG-004064,Bally to Tiruchirappalli via Highway 14,Bally,Tiruchirappalli,438.55,482,Highway
SEG-004065,Belgaum to Guwahati via Rural Road 90,Belgaum,Guwahati,65.26,84,Highway
SEG-004066,Orai to Hyderabad via State Highway 17,Orai,Hyderabad,84.53,96,Highway
SEG-004067,Chandrapur to Hubli–Dharwad via Urban Arterial 63,Chandrapur,Hubli–Dharwad,299.29,466,Expressway
SEG-004068,Narasaraopet to Vasai-Virar via Expressway 21,Narasaraopet,Vasai-Virar,465.77,349,Expressway
SEG-004069,Raichur to Kakinada via Rural Road 27,Raichur,Kakinada,373.97,600,State Highway
SEG-004070,Proddatur to Danapur via Expressway 21,Proddatur,Danapur,287.42,264,Urban Arterial
SEG-004071,Jamshedpur to Ludhiana via Urban Arterial 95,Jamshedpur,Ludhiana,386.69,428,State Highway
SEG-004072,Bharatpur to Delhi via Urban Arterial 24,Bharatpur,Delhi,225.13,160,Urban Arterial
SEG-004073,Sultan Pur Majra to Mango via Expressway 37,Sultan Pur Majra,Mango,171.88,332,State Highway
SEG-004074,Junagadh to Meerut via Rural Road 83,Junagadh,Meerut,487.85,600,State Highway
SEG-004075,Pimpri-Chinchwad to Ramagundam via Urban Arterial 70,Pimpri-Chinchwad,Ramagundam,294.51,299,Highway
SEG-004076,Haridwar to Bokaro via Highway 89,Haridwar,Bokaro,135.1,144,Urban Arterial
SEG-004077,Noida to South Dumdum via Expressway 52,Noida,South Dumdum,151.7,107,Rural Road
SEG-004078,Kota to Hindupur via Highway 40,Kota,Hindupur,102.79,103,Highway
SEG-004079,Mau to Kochi via Expressway 95,Mau,Kochi,91.84,74,Expressway
SEG-004080,Katihar to Khora  via Rural Road 80,Katihar,Khora ,35.1,24,Rural Road
SEG-004081,Kota to Howrah via Highway 67,Kota,Howrah,357.77,459,Expressway
SEG-004082,Rajahmundry to Hindupur via Expressway 39,Rajahmundry,Hindupur,204.28,257,State Highway
SEG-004083,Vasai-Virar to Begusarai via State Highway 99,Vasai-Virar,Begusarai,377.07,482,Rural Road
SEG-004084,Jaunpur to Gandhinagar via State Highway 85,Jaunpur,Gandhinagar,189.57,233,Highway
SEG-004085,Gwalior to Belgaum via Rural Road 18,Gwalior,Belgaum,147.93,202,Highway
SEG-004086,Jamnagar to Kochi via Highway 51,Jamnagar,Kochi,371.69,269,Rural Road
SEG-004087,Darbhanga to Gangtok via Expressway 81,Darbhanga,Gangtok,498.61,420,Highway
SEG-004088,Danapur to Bettiah via Urban Arterial 36,Danapur,Bettiah,86.76,106,Urban Arterial
SEG-004089,Nellore to Kalyan-Dombivli via Expressway 76,Nellore,Kalyan-Dombivli,69.07,136,State Highway
SEG-004090,Bareilly to Pondicherry via State Highway 19,Bareilly,Pondicherry,81.52,129,Expressway
SEG-004091,Mangalore to Amroha via Expressway 26,Mangalore,Amroha,404.66,318,Urban Arterial
SEG-004092,Anantapur to Arrah via Expressway 84,Anantapur,Arrah,102.56,85,State Highway
SEG-004093,Nizamabad to Tiruppur via Highway 82,Nizamabad,Tiruppur,64.97,68,Rural Road
SEG-004094,Howrah to Serampore via State Highway 88,Howrah,Serampore,270.05,271,Urban Arterial
SEG-004095,Thane to Ajmer via Highway 24,Thane,Ajmer,119.47,115,Urban Arterial
SEG-004096,Shahjahanpur to Shimla via Rural Road 8,Shahjahanpur,Shimla,293.07,388,Expressway
SEG-004097,Eluru to Chennai via Urban Arterial 51,Eluru,Chennai,499.66,370,Expressway
SEG-004098,Amaravati to Kadapa via State Highway 64,Amaravati,Kadapa,217.95,208,Rural Road
SEG-004099,Sultan Pur Majra to Secunderabad via Rural Road 39,Sultan Pur Majra,Secunderabad,143.12,217,Expressway
SEG-004100,South Dumdum to Farrukhabad via Highway 46,South Dumdum,Farrukhabad,146.14,126,Urban Arterial
SEG-004101,Jaipur to Warangal via Urban Arterial 33,Jaipur,Warangal,246.6,314,Expressway
SEG-004102,Ambarnath to Bhalswa Jahangir Pur via State Highway 30,Ambarnath,Bhalswa Jahangir Pur,74.65,70,Expressway
SEG-004103,Bhilwara to Navi Mumbai via State Highway 79,Bhilwara,Navi Mumbai,166.56,208,Urban Arterial
SEG-004104,Bhagalpur to Khammam via Expressway 28,Bhagalpur,Khammam,120.75,200,Rural Road
SEG-004105,Tirunelveli to Varanasi via Expressway 20,Tirunelveli,Varanasi,16.18,31,Expressway
SEG-004106,Kadapa to Ludhiana via Expressway 72,Kadapa,Ludhiana,497.87,480,Urban Arterial
SEG-004107,Rajpur Sonarpur to Ichalkaranji via Highway 81,Rajpur Sonarpur,Ichalkaranji,169.82,118,State Highway
SEG-004108,Bhubaneswar to Purnia via Rural Road 16,Bhubaneswar,Purnia,137.2,116,Expressway
SEG-004109,Kirari Suleman Nagar to Jaunpur via Expressway 20,Kirari Suleman Nagar,Jaunpur,177.86,317,Rural Road
SEG-004110,Ramgarh to Dehri via State Highway 48,Ramgarh,Dehri,33.5,62,State Highway
SEG-004111,Fatehpur to Ramgarh via State Highway 34,Fatehpur,Ramgarh,330.6,403,Urban Arterial
SEG-004112,Sambhal to Panipat via Rural Road 67,Sambhal,Panipat,368.58,271,Urban Arterial
SEG-004113,Nagercoil to Jamalpur via Rural Road 4,Nagercoil,Jamalpur,217.88,409,Highway
SEG-004114,Tiruppur to Kakinada via Highway 73,Tiruppur,Kakinada,181.17,347,Highway
SEG-004115,Mumbai to Latur via Urban Arterial 92,Mumbai,Latur,275.34,204,Highway
SEG-004116,Pallavaram to Vellore via Highway 29,Pallavaram,Vellore,96.06,66,Expressway
SEG-004117,Latur to Sagar via Urban Arterial 84,Latur,Sagar,338.2,364,Rural Road
SEG-004118,Ambattur to Madhyamgram via Rural Road 58,Ambattur,Madhyamgram,144.35,169,State Highway
SEG-004119,Thiruvananthapuram to Amravati via Urban Arterial 14,Thiruvananthapuram,Amravati,104.8,75,Highway
SEG-004120,Chandrapur to Amritsar via Highway 42,Chandrapur,Amritsar,408.84,600,State Highway
SEG-004121,Tiruvottiyur to Raebareli via Rural Road 71,Tiruvottiyur,Raebareli,178.86,271,State Highway
SEG-004122,Nagpur to Nagercoil via State Highway 62,Nagpur,Nagercoil,374.73,251,Highway
SEG-004123,Bhatpara to Latur via Expressway 64,Bhatpara,Latur,480.96,600,Expressway
SEG-004124,Bharatpur to Jorhat via Rural Road 43,Bharatpur,Jorhat,380.7,393,State Highway
SEG-004125,Tadipatri to Erode via Urban Arterial 64,Tadipatri,Erode,105.96,128,Rural Road
SEG-004126,Jalna to Karaikudi via State Highway 46,Jalna,Karaikudi,306.65,235,Urban Arterial
SEG-004127,Berhampur to Mangalore via Highway 47,Berhampur,Mangalore,382.26,264,State Highway
SEG-004128,Etawah to Purnia via Expressway 72,Etawah,Purnia,109.84,77,Urban Arterial
SEG-004129,Panvel to Mira-Bhayandar via Rural Road 17,Panvel,Mira-Bhayandar,106.21,82,State Highway
SEG-004130,Jamnagar to Dehradun via Highway 9,Jamnagar,Dehradun,497.44,553,State Highway
SEG-004131,Kottayam to Bikaner via Rural Road 36,Kottayam,Bikaner,20.13,22,Urban Arterial
SEG-004132,Patiala to Ahmednagar via Rural Road 40,Patiala,Ahmednagar,436.75,475,Rural Road
SEG-004133,Secunderabad to Bahraich via Highway 57,Secunderabad,Bahraich,137.11,105,Urban Arterial
SEG-004134,Sirsa to Vijayanagaram via State Highway 25,Sirsa,Vijayanagaram,180.29,125,Highway
SEG-004135,Tirupati to Vijayawada via State Highway 72,Tirupati,Vijayawada,374.48,366,Urban Arterial
SEG-004136,Vadodara to Bijapur via Urban Arterial 36,Vadodara,Bijapur,256.17,286,Urban Arterial
SEG-004137,Tinsukia to Mira-Bhayandar via State Highway 13,Tinsukia,Mira-Bhayandar,431.58,400,Highway
SEG-004138,Nangloi Jat to Gangtok via State Highway 11,Nangloi Jat,Gangtok,388.75,406,State Highway
SEG-004139,Anand to Motihari via State Highway 37,Anand,Motihari,497.85,413,Highway
SEG-004140,Meerut to Dibrugarh via Expressway 27,Meerut,Dibrugarh,196.14,342,Rural Road
SEG-004141,Haldia to Sultan Pur Majra via State Highway 48,Haldia,Sultan Pur Majra,146.4,187,Highway
SEG-004142,Sagar to Nandyal via Expressway 22,Sagar,Nandyal,455.05,474,State Highway
SEG-004143,Nanded to Sri Ganganagar via Highway 85,Nanded,Sri Ganganagar,325.51,502,Rural Road
SEG-004144,Raichur to Hospet via Highway 77,Raichur,Hospet,101.5,127,State Highway
SEG-004145,Berhampur to Jammu via Rural Road 7,Berhampur,Jammu,488.96,560,Rural Road
SEG-004146,Rohtak to Erode via Urban Arterial 74,Rohtak,Erode,209.96,145,State Highway
SEG-004147,Nizamabad to Ahmedabad via Highway 97,Nizamabad,Ahmedabad,155.94,144,Rural Road
SEG-004148,Sasaram to Ghaziabad via Highway 62,Sasaram,Ghaziabad,311.97,216,State Highway
SEG-004149,Gandhidham to Jabalpur via State Highway 83,Gandhidham,Jabalpur,172.38,203,Expressway
SEG-004150,Jodhpur to Kurnool via State Highway 9,Jodhpur,Kurnool,493.17,488,Expressway
SEG-004151,Surendranagar Dudhrej to Jaipur via Highway 81,Surendranagar Dudhrej,Jaipur,369.3,516,Expressway
SEG-004152,Bhiwandi to Warangal via Highway 88,Bhiwandi,Warangal,251.52,216,Rural Road
SEG-004153,Dindigul to Arrah via Rural Road 39,Dindigul,Arrah,413.68,414,Urban Arterial
SEG-004154,Bharatpur to Gwalior via Urban Arterial 36,Bharatpur,Gwalior,438.83,349,State Highway
SEG-004155,Muzaffarnagar to Bihar Sharif via Rural Road 56,Muzaffarnagar,Bihar Sharif,172.55,142,Rural Road
SEG-004156,Patiala to Sambalpur via Urban Arterial 3,Patiala,Sambalpur,104.38,140,Rural Road
SEG-004157,Medininagar to Siliguri via Rural Road 83,Medininagar,Siliguri,249.99,206,State Highway
SEG-004158,Alappuzha to Secunderabad via Rural Road 78,Alappuzha,Secunderabad,473.56,359,Highway
SEG-004159,Begusarai to Purnia via Highway 5,Begusarai,Purnia,54.83,101,Urban Arterial
SEG-004160,Jhansi to Raichur via Highway 59,Jhansi,Raichur,337.16,312,Rural Road
SEG-004161,Srinagar to Bokaro via Urban Arterial 22,Srinagar,Bokaro,259.44,256,State Highway
SEG-004162,Noida to Purnia via Rural Road 11,Noida,Purnia,55.18,45,Highway
SEG-004163,Bhilwara to Moradabad via State Highway 61,Bhilwara,Moradabad,196.74,274,Highway
SEG-004164,Panvel to Baranagar via Expressway 25,Panvel,Baranagar,227.45,179,Expressway
SEG-004165,Malegaon to Karaikudi via Urban Arterial 87,Malegaon,Karaikudi,18.74,22,Expressway
SEG-004166,Bathinda to Yamunanagar via Urban Arterial 60,Bathinda,Yamunanagar,474.43,600,State Highway
SEG-004167,Bokaro to Ambala via Urban Arterial 76,Bokaro,Ambala,201.85,290,Expressway
SEG-004168,Tiruppur to Bongaigaon via State Highway 75,Tiruppur,Bongaigaon,126.09,131,Urban Arterial
SEG-004169,Purnia to Kurnool via Rural Road 83,Purnia,Kurnool,155.75,128,Highway
SEG-004170,Sagar to Tezpur via State Highway 81,Sagar,Tezpur,245.02,196,Urban Arterial
SEG-004171,Bhilwara to Nadiad via Rural Road 91,Bhilwara,Nadiad,359.2,357,Expressway
SEG-004172,Dehri to Madanapalle via State Highway 15,Dehri,Madanapalle,198.51,215,Highway
SEG-004173,Vellore to Mehsana via Highway 11,Vellore,Mehsana,386.29,351,Urban Arterial
SEG-004174,Guntakal to Munger via Rural Road 92,Guntakal,Munger,180.16,198,State Highway
SEG-004175,Bharatpur to Bikaner via Rural Road 19,Bharatpur,Bikaner,175.85,170,State Highway
SEG-004176,Pudukkottai to Raichur via Urban Arterial 86,Pudukkottai,Raichur,398.74,421,Rural Road
SEG-004177,Hapur to Bijapur via Expressway 81,Hapur,Bijapur,458.45,600,Rural Road
SEG-004178,Raiganj to Parbhani via Urban Arterial 57,Raiganj,Parbhani,323.2,338,Expressway
SEG-004179,Sirsa to Thiruvananthapuram via Highway 7,Sirsa,Thiruvananthapuram,236.01,265,Highway
SEG-004180,Chinsurah to Bathinda via Expressway 44,Chinsurah,Bathinda,290.35,312,Urban Arterial
SEG-004181,Warangal to Deoghar via Urban Arterial 36,Warangal,Deoghar,118.67,149,Expressway
SEG-004182,Mahbubnagar to Tinsukia via Highway 11,Mahbubnagar,Tinsukia,264.08,292,Expressway
SEG-004183,Vadodara to South Dumdum via Rural Road 90,Vadodara,South Dumdum,322.19,321,Expressway
SEG-004184,Ujjain to Guwahati via Rural Road 7,Ujjain,Guwahati,245.41,268,Highway
SEG-004185,Mysore to Hapur via Expressway 38,Mysore,Hapur,160.82,119,Urban Arterial
SEG-004186,Jorhat to Serampore via State Highway 31,Jorhat,Serampore,201.32,360,Highway
SEG-004187,Eluru to Jehanabad via Rural Road 97,Eluru,Jehanabad,279.05,295,Expressway
SEG-004188,Nagaon to Chandigarh via Expressway 65,Nagaon,Chandigarh,76.33,57,Urban Arterial
SEG-004189,Haridwar to Tirupati via Expressway 57,Haridwar,Tirupati,290.87,374,Urban Arterial
SEG-004190,Rajahmundry to Allahabad via Rural Road 69,Rajahmundry,Allahabad,374.63,373,Expressway
SEG-004191,Nandyal to Ozhukarai via Rural Road 40,Nandyal,Ozhukarai,16.2,11,State Highway
SEG-004192,Firozabad to Bhimavaram via Rural Road 30,Firozabad,Bhimavaram,136.53,186,Expressway
SEG-004193,Warangal to Pondicherry via Rural Road 9,Warangal,Pondicherry,301.37,303,Highway
SEG-004194,Haldia to Parbhani via State Highway 19,Haldia,Parbhani,417.29,508,Rural Road
SEG-004195,Gorakhpur to Kulti via State Highway 53,Gorakhpur,Kulti,429.91,582,Highway
SEG-004196,Rajpur Sonarpur to Mirzapur via Highway 30,Rajpur Sonarpur,Mirzapur,338.46,256,Urban Arterial
SEG-004197,Kishanganj to Bhusawal via Highway 53,Kishanganj,Bhusawal,498.12,600,State Highway
SEG-004198,Ulhasnagar to Berhampore via State Highway 68,Ulhasnagar,Berhampore,62.6,104,Urban Arterial
SEG-004199,Pudukkottai to Sirsa via Expressway 31,Pudukkottai,Sirsa,307.07,333,Rural Road
SEG-004200,Howrah to Thane via Expressway 14,Howrah,Thane,411.08,276,Expressway
